element_type,osmid,amenity,geometry,access,description,wheelchair,addr:city,addr:country,addr:housenumber,addr:postcode,addr:state,addr:street,email,phone,operator,parking,fee,building,maxheight,name,opening_hours,layer,emergency,nodes,alt_name,building:levels,roof:levels,capacity,leisure,loc_name,name:zh,sport,start_date,wikidata,wikipedia,roof:shape,image,short_name,building:material,height,man_made,tower:construction,tower:type,internet_access,toilets:wheelchair,website,old_name,source,museum,tourism,ele,gnis:county_id,gnis:created,gnis:feature_id,gnis:state_id,healthcare,operator:wikidata,operator:wikipedia,official_name,smoking,architect,contact:website,landuse,plant:method,plant:output:electricity,plant:output:hot_water,plant:output:steam,plant:source,power,ref:US:EIA,designation,contact:phone,shop,supervised,clock,access:conditional,note,building:levels:underground,max_level,min_level,cuisine,building:use,ref,craft,laundry_service,self_service,check_date,operator:type,shelter,residential,historic,observatory:type,voltage,disused:shop,healthcare:speciality,bus,public_transport,addr:county,building:min_level,surface,substation,construction,ways,type,old_name:1925--2018-03-29,old_name:1964-1975
way,831978630,,"POLYGON ((-83.6987588 42.2946594, -83.69876 42.2947497, -83.6984839 42.2947516, -83.6984827 42.2946614, -83.6987588 42.2946594))",,,,,,,,,,,,,,,residential,,,,,,"[7767801230, 7767801227, 7767801228, 7767801229, 7767801230]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978631,,"POLYGON ((-83.6989251 42.2948975, -83.6989262 42.2949796, -83.6987194 42.2949811, -83.6987199 42.2950201, -83.6985494 42.2950213, -83.6985483 42.294943, -83.6987204 42.2949418, -83.6987199 42.2948989, -83.6989251 42.2948975))",,,,,,,,,,,,,,,residential,,,,,,"[7767801238, 7767801235, 7767801232, 7767801233, 7767801236, 7767801237, 7767801231, 7767801234, 7767801238]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978632,,"POLYGON ((-83.6993583 42.2948885, -83.6993595 42.2949844, -83.6990324 42.2949867, -83.6990311 42.2948909, -83.6993583 42.2948885))",,,,,,,,,,,,,,,residential,,,,,,"[7767801242, 7767801239, 7767801240, 7767801241, 7767801242]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978633,,"POLYGON ((-83.6996908 42.2949332, -83.6996921 42.2950274, -83.6994159 42.2950294, -83.6994147 42.2949351, -83.6996908 42.2949332))",,,,,,,,,,,,,,,residential,,,,,,"[7767801246, 7767801243, 7767801244, 7767801245, 7767801246]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978634,,"POLYGON ((-83.699888 42.2949421, -83.6997503 42.2949431, -83.6997485 42.2948082, -83.6998862 42.2948072, -83.699888 42.2949421))",,,,,,,,,,,,,,,residential,,,,,,"[7767801250, 7767801249, 7767801248, 7767801247, 7767801250]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978635,,"POLYGON ((-83.6989935 42.2948052, -83.6988384 42.2948063, -83.6988366 42.2946643, -83.6989916 42.2946632, -83.6989935 42.2948052))",,,,,,,,,,,,,,,residential,,,,,,"[7767801254, 7767801253, 7767801252, 7767801251, 7767801254]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978636,,"POLYGON ((-83.6990659 42.2947516, -83.6990647 42.294658, -83.6992845 42.2946564, -83.6992857 42.2947501, -83.6990659 42.2947516))",,,,,,,,,,,,,,,residential,,,,,,"[7767801258, 7767801255, 7767801256, 7767801257, 7767801258]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978637,,"POLYGON ((-83.6995313 42.2944768, -83.6995323 42.2945552, -83.6994761 42.2945556, -83.6994778 42.2946812, -83.6993448 42.2946822, -83.6993432 42.2945552, -83.6994041 42.2945548, -83.6994031 42.2944778, -83.6995313 42.2944768))",,,,,,,,,,,,,,,residential,,,,,,"[7767801266, 7767801262, 7767801261, 7767801263, 7767801264, 7767801260, 7767801259, 7767801265, 7767801266]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978638,,"POLYGON ((-83.699884 42.2944729, -83.6998856 42.2945989, -83.6998248 42.2945993, -83.6998263 42.2947131, -83.6997096 42.2947139, -83.6997081 42.2945939, -83.6997461 42.2945936, -83.6997445 42.2944739, -83.699884 42.2944729))",,,,,,,,,,,,,,,residential,,,,,,"[7767801274, 7767801270, 7767801269, 7767801271, 7767801272, 7767801268, 7767801267, 7767801273, 7767801274]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,831978639,,"POLYGON ((-83.6997713 42.2943271, -83.6997726 42.2944232, -83.699495 42.2944252, -83.6994937 42.294329, -83.6997713 42.2943271))",,,,,,,,,,,,,,,residential,,,,,,"[7767801278, 7767801275, 7767801276, 7767801277, 7767801278]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,865075720,,"POLYGON ((-83.7421178 42.2502074, -83.7414473 42.25022, -83.7414504 42.2503105, -83.7413001 42.2503134, -83.7413186 42.2508502, -83.7412309 42.2508519, -83.7412429 42.2512001, -83.7411966 42.2512009, -83.7411995 42.2512853, -83.7412587 42.2512842, -83.7412608 42.2513465, -83.7413767 42.2513443, -83.7413884 42.2516849, -83.7412942 42.2516867, -83.7412961 42.2517409, -83.7412985 42.2518098, -83.7413401 42.251809, -83.7413928 42.251808, -83.7413954 42.251882, -83.7418035 42.2518736, -83.7418438 42.2519579, -83.7418957 42.2519428, -83.7419551 42.2519256, -83.7419283 42.2518834, -83.7420073 42.2518576, -83.7419798 42.251772, -83.7422566 42.2517668, -83.7422475 42.2515015, -83.7423513 42.2514996, -83.7423894 42.2514989, -83.7423859 42.2513956, -83.7422365 42.2513984, -83.7422351 42.2513564, -83.7422328 42.2512904, -83.7423055 42.2512891, -83.7422713 42.2502957, -83.7421209 42.2502985, -83.7421178 42.2502074))",,,,,,,,,,,,University of Michigan,,,sports_centre,,,,,,"[8063182725, 8063182724, 8063182723, 8063182722, 8063182721, 8063182720, 8063182719, 8063182718, 8063182717, 8063182716, 8063182715, 8063182714, 8063182700, 8063182699, 11139655382, 8063182698, 9424361017, 8063182701, 8063182713, 8063182712, 9424361020, 9424361019, 9424361021, 9424361022, 8063182711, 8063182697, 8063182710, 8063182709, 9424361023, 8063182708, 8063182707, 8063182706, 9424361094, 8063182705, 8063182704, 8063182703, 8063182702, 8063182725]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,905192719,,"POLYGON ((-83.7099007 42.2942824, -83.7098151 42.2942934, -83.7097076 42.2943082, -83.7095118 42.2943558, -83.7093079 42.2944253, -83.7091523 42.2945066, -83.7090338 42.2945772, -83.7089887 42.2946097, -83.7088734 42.294705, -83.7087835 42.2947903, -83.7090001 42.2947606, -83.7090383 42.2949233, -83.7096805 42.2948439, -83.7097015 42.2949259, -83.7098772 42.2949044, -83.7098477 42.2948687, -83.7098256 42.294832, -83.7098041 42.2947645, -83.7097961 42.2946792, -83.7098068 42.2946058, -83.7098309 42.2945324, -83.7098765 42.2944669, -83.7099141 42.2944332, -83.7098122 42.2943618, -83.7099007 42.2942824))",,,,Ann Arbor,,2505,48109,MI,Hayward Street,,,University of Michigan,,,university,,Ford Motor Company Robotics Building,,,,"[8406231699, 8406231663, 8406231681, 8406231697, 8406231696, 8406231695, 9834810090, 8406231694, 8406231693, 8406231692, 8406231691, 8406231690, 9834810102, 9834810094, 9834810093, 9834810092, 8406231689, 8406231688, 8406231687, 8406231686, 8406231685, 8406231684, 8406231683, 8406231682, 8406231699]",,4,,,,,,,2021,,,flat,http://robotics.umich.edu/wp-content/uploads/2021/10/51504518799_4a4d206be2_k.jpg,FMCRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,924666385,,"POLYGON ((-83.7026428 42.2961747, -83.7028873 42.2961741, -83.702887 42.2961032, -83.7026425 42.2961038, -83.7026428 42.2961747))",,,,,,,,,,,,,,,roof,,,,1,,"[2958747011, 2958747635, 2958747009, 2958747010, 2958747011]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,980734669,,"POLYGON ((-83.7374556 42.2759247, -83.7376805 42.2759235, -83.73768 42.2758938, -83.7376799 42.2758873, -83.7374549 42.2758873, -83.737455 42.2758945, -83.7374556 42.2759247))",,,,,,,,,,,,,,,bridge,,,,1,,"[1154756014, 9072200693, 4397187860, 9072200692, 9072200691, 9172826471, 1154756014]",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
way,992339524,bicycle_parking,"POLYGON ((-83.7020134 42.3010096, -83.7020131 42.3010527, -83.7019225 42.3010523, -83.7019228 42.3010092, -83.7020134 42.3010096))",,Bicycle parking area.,,,,,,,,,,,,,roof,,,,1,,"[9168493671, 9168493668, 9168493669, 9168493670, 9168493671]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,
way,992471212,,"POLYGON ((-83.7025024 42.3010464, -83.7025484 42.3010464, -83.7025482 42.3010109, -83.7025479 42.3009116, -83.7025012 42.3009117, -83.7025014 42.3009905, -83.7024816 42.3009905, -83.7024817 42.3010069, -83.7024818 42.3010276, -83.7025023 42.3010276, -83.7025024 42.3010464))",,This enclosed structure connects two other buildings.,,,,,,,,,,,,,yes,,,,,,"[2959090570, 2959090568, 9175659360, 2959090569, 2959090575, 2959090574, 2959090573, 9175659361, 2959090572, 2959090571, 2959090570]",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,992493804,bicycle_parking,"POLYGON ((-83.7024798 42.2994612, -83.7023886 42.2994613, -83.7023885 42.2994211, -83.7024797 42.299421, -83.7024798 42.2994612))",,Bicycle parking area.,,,,,,,,,,,,,roof,,,,1,,"[9169917938, 9169917937, 9169917936, 9169917935, 9169917938]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,
way,992493819,,"POLYGON ((-83.7026457 42.2998248, -83.7026153 42.2998249, -83.702511 42.2998251, -83.7025114 42.2999278, -83.7025974 42.2999277, -83.7025993 42.3004555, -83.7025605 42.3004556, -83.7025611 42.3006301, -83.7026485 42.3006299, -83.7026471 42.300214, -83.7026469 42.3001687, -83.7026467 42.3001221, -83.7026457 42.2998248))",,This enclosed structure connects several other buildings.,,,,,,,,,,,,,yes,,,,,,"[2959090576, 9169917948, 5503395185, 5503395184, 2959090579, 9172248040, 2958987267, 2959090580, 5503394165, 5503394164, 9175659355, 2958987251, 2959090576]",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,992763177,,"POLYGON ((-83.703061 42.3010893, -83.7030609 42.3010573, -83.7030222 42.3010573, -83.7029736 42.3010574, -83.7029737 42.3010895, -83.7030222 42.3010894, -83.703061 42.3010893))",,This enclosed structure connects two other buildings.,,,,,,,,,,,,,yes,,,,,,"[2959090566, 2959090564, 9175659358, 5503385695, 5503385694, 9175659357, 2959090566]",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,992763178,,"POLYGON ((-83.7030731 42.300828, -83.7031173 42.3008279, -83.7031172 42.3007917, -83.7031171 42.3007564, -83.7030728 42.3007565, -83.7030731 42.300828))",,This enclosed structure connects two other buildings.,,,,,,,,,,,,,yes,,,,,,"[2959090561, 2959090560, 9175659356, 5503389082, 5503389081, 2959090561]",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,992816406,,"POLYGON ((-83.7369533 42.2753017, -83.7369536 42.2753353, -83.7369171 42.2753358, -83.7368948 42.275336, -83.7368963 42.2754057, -83.7367756 42.2754065, -83.7367743 42.275303, -83.7369174 42.275302, -83.7369533 42.2753017))",,,,,,,,,,,,,,,bridge,,,,,,"[3047834701, 3047834702, 3091510781, 1154756287, 9172826496, 9172826495, 1154756229, 9172826494, 3047834701]",,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
way,993303260,,"POLYGON ((-83.7018148 42.2983356, -83.701816 42.2984121, -83.7018168 42.2984632, -83.7017183 42.298464, -83.7017163 42.2983365, -83.7018148 42.2983356))",,,,Ann Arbor,,2903,,MI,Baxter Road,,,University of Michigan,,,yes,,North Campus Support Facility,,,,"[9176766052, 9176766040, 9176766051, 9176766050, 9176766049, 9176766052]",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Washtenaw County,,,,,,,,
way,993303268,,"POLYGON ((-83.7028733 42.2983173, -83.7028752 42.2984403, -83.7025943 42.2984428, -83.7025924 42.2983197, -83.7028733 42.2983173))",,,,,,,,,,,,University of Michigan,,,yes,,,,,,"[9176766086, 9176766083, 9176766084, 9176766085, 9176766086]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,995291513,,"POLYGON ((-83.7368036 42.274366, -83.7368036 42.2743465, -83.7368287 42.2743272, -83.7368042 42.2743103, -83.7368044 42.2742851, -83.7368046 42.2742682, -83.7366866 42.2742692, -83.7366869 42.2742862, -83.7366876 42.2743133, -83.7366644 42.2743276, -83.7366872 42.2743443, -83.7366872 42.2743664, -83.7368036 42.274366))",,,,,,,,,,,,,,,bridge,,,,,,"[9190689401, 9190689400, 9190689399, 9190689398, 9190689380, 9190689397, 9190689396, 9190689381, 9190689395, 9190689394, 9190689393, 9190689392, 9190689401]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,995291514,,"POLYGON ((-83.7361487 42.274313, -83.7361484 42.2742913, -83.7361482 42.2742782, -83.7359879 42.2742795, -83.7359881 42.2742928, -83.7359884 42.2743143, -83.7361487 42.274313))",,,,,,,,,,,,,,,bridge,,,,,,"[9190689404, 9190689382, 9190689403, 9190689402, 9190689383, 1667719424, 9190689404]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,995422590,,"POLYGON ((-83.7357001 42.2753166, -83.7348917 42.2753253, -83.7348874 42.2751051, -83.735431 42.2750993, -83.7354323 42.2751674, -83.7356971 42.2751645, -83.7357001 42.2753166))",,,,,,,,,,,,,,,apartments,,,,,,"[9191847817, 3812029290, 3812029287, 3040289229, 3040289230, 3040289231, 9191847817]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,998608942,,"POLYGON ((-83.7027942 42.2984914, -83.7028545 42.298491, -83.7028549 42.2985241, -83.7027945 42.2985245, -83.7027942 42.2984914))",,,,,,,,,,,,,,,service,,,,,,"[9220121866, 9220121865, 9220121864, 9220121863, 9220121866]",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1006044448,,"POLYGON ((-83.7424975 42.2763603, -83.7424969 42.2763104, -83.7424739 42.2763106, -83.7424479 42.2763108, -83.7424486 42.2763607, -83.7424738 42.2763605, -83.7424975 42.2763603))",,,,,,,,,,,,,,,roof,,,,2,,"[9282163718, 9282163719, 10270328222, 9282163720, 10270328342, 10270328343, 9282163718]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1006340750,,"POLYGON ((-83.7140245 42.2916562, -83.7139823 42.2916565, -83.7139838 42.291776, -83.7139746 42.2917761, -83.7139749 42.2917986, -83.714041 42.2917988, -83.7140412 42.2917764, -83.7140236 42.2917763, -83.7140245 42.2916562))",,,,,,,,,,,,,,,university,,,,,,"[9284814173, 9284814172, 9284814171, 9284814170, 9284814169, 9284814168, 9284814167, 9284814166, 9284814173]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1020107467,,"POLYGON ((-83.7369705 42.2847745, -83.736888 42.2847745, -83.736888 42.2847209, -83.7367878 42.2847209, -83.7367878 42.2848309, -83.7369705 42.2848308, -83.7369705 42.2847745))",,,,,,,,,,,,,,,yes,,,,,,"[9408523389, 9408523388, 9408523387, 9408523386, 9408523385, 9408523384, 9408523389]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1020107468,,"POLYGON ((-83.7365075 42.284807, -83.7366385 42.2848039, -83.7366432 42.284912, -83.7365122 42.2849151, -83.7365075 42.284807))",,,,,,,,,,,,,,,yes,,,,,,"[9408523393, 9408523390, 9408523391, 9408523392, 9408523393]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1020107469,,"POLYGON ((-83.7368569 42.2855308, -83.7365618 42.2854623, -83.7366111 42.2853461, -83.7369061 42.2854146, -83.7368569 42.2855308))",,,,,,,,,,,,,,,yes,,,,,,"[9408523397, 9408523396, 9408523395, 9408523394, 9408523397]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1020107470,,"POLYGON ((-83.7375114 42.2855722, -83.7371871 42.2854967, -83.7371587 42.2855635, -83.7369212 42.2855083, -83.7369915 42.285343, -83.7375533 42.2854737, -83.7375114 42.2855722))",,,,,,,,,,,,,,,yes,,,,,,"[9408523403, 9408523402, 9408523401, 9408523400, 9408523399, 9408523398, 9408523403]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1020107475,,"POLYGON ((-83.7388672 42.2850436, -83.7388772 42.2853056, -83.7385804 42.2853118, -83.7385789 42.2852564, -83.7385654 42.2852376, -83.738544 42.2852287, -83.7385205 42.2852306, -83.7385245 42.285318, -83.7384479 42.2853199, -83.738447 42.2853015, -83.7383568 42.2853037, -83.7383529 42.2852169, -83.7382079 42.2852205, -83.7382061 42.2852005, -83.7380468 42.2850868, -83.7381055 42.2850425, -83.7381005 42.2849405, -83.7381416 42.2849394, -83.7381431 42.2849696, -83.7382049 42.2849679, -83.7382057 42.2849835, -83.7383426 42.2849797, -83.7383404 42.2849348, -83.7385062 42.2849303, -83.7385133 42.2850739, -83.7385252 42.2850769, -83.73854 42.2850714, -83.7385444 42.2850526, -83.7385441 42.2850052, -83.738693 42.2850021, -83.7386947 42.2850472, -83.7388672 42.2850436))",,,,,,,,,,,,,,,yes,,,,,,"[9408592155, 9408592154, 9408592153, 9408592152, 9408592151, 9408592150, 9408592149, 9408592148, 9408592147, 9408592146, 9408592145, 9408592144, 9408592143, 9408592142, 9408592141, 9408592140, 9408592139, 9408592138, 9408592137, 9408592136, 9408592135, 9408592134, 9408592133, 9408592132, 9408592131, 9408592130, 9408592129, 9408592128, 9408592127, 9408592126, 9408592125, 9408592155]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1020956721,,"POLYGON ((-83.7341143 42.2782892, -83.7341277 42.277793, -83.7342399 42.2777133, -83.7341504 42.2776443, -83.7340317 42.2775529, -83.7337958 42.2777206, -83.7337805 42.2782843, -83.7338206 42.2782847, -83.7339106 42.2782855, -83.7341143 42.2782892))",,,,Ann Arbor,US,1225,48109,MI,Geddes Avenue,,,University of Michigan,,,university,,Central Campus Classroom Building,,,,"[9416459617, 9416437916, 9416437915, 9416437908, 9416437914, 9416437913, 9416437912, 9416437911, 2596989073, 9416459617]",,3,,,,,,,2022,,,flat,,CCCB,,,,,,,,https://cccb.provost.umich.edu/,,,,,,,,,,,,,,,,https://cccb.provost.umich.edu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1021335897,,"POLYGON ((-83.7297665 42.2810331, -83.7297678 42.2810431, -83.7297873 42.2810428, -83.7297973 42.2810426, -83.7298019 42.2810999, -83.7297709 42.2811013, -83.7297738 42.2811348, -83.7294009 42.2811524, -83.7290997 42.2811667, -83.7290623 42.2811684, -83.7290272 42.2811701, -83.7288945 42.2811763, -83.7286606 42.2811874, -83.7279437 42.2812847, -83.7279371 42.2812468, -83.72792 42.2812487, -83.7279054 42.2812503, -83.7278909 42.281183, -83.7279308 42.2811788, -83.7279286 42.2811705, -83.728265 42.2811315, -83.7282602 42.2811062, -83.7283888 42.2810914, -83.7283929 42.2811155, -83.7286188 42.2810896, -83.7285855 42.2807364, -83.7279246 42.2807261, -83.7279251 42.2807211, -83.7278925 42.2807206, -83.727893 42.2806693, -83.7279222 42.2806697, -83.7279236 42.2806233, -83.7282316 42.2806251, -83.7282326 42.2805993, -83.7283751 42.2806008, -83.7283748 42.2806254, -83.7286185 42.2806281, -83.7287215 42.2806237, -83.7287194 42.2806028, -83.7286467 42.2806062, -83.7286453 42.2805899, -83.7286432 42.2805656, -83.729008 42.2805484, -83.7290102 42.2805735, -83.7290115 42.280589, -83.7289319 42.2805928, -83.7289338 42.2806132, -83.7292806 42.2805935, -83.7292787 42.2805729, -83.7294167 42.2805678, -83.729418 42.2805853, -83.7297306 42.2805683, -83.7297331 42.2806168, -83.7297651 42.2806156, -83.7297682 42.2806636, -83.7297537 42.280664, -83.7297385 42.2806644, -83.7297393 42.2806753, -83.7291468 42.2807056, -83.7291805 42.2810561, -83.7293033 42.2810506, -83.7293013 42.2810257, -83.729452 42.2810188, -83.7294542 42.2810459, -83.7297665 42.2810331))",,,,,,,,,,,,,,,dormitory,,Markley Hall,,,,"[2043272530, 9419801728, 9419797714, 9419801727, 3041444291, 3041444292, 2043272503, 9419797712, 9419797704, 9419797697, 9419797703, 9419797694, 3041444296, 1667726394, 3041444301, 9419797689, 3041444302, 9419801726, 9419801725, 1667726335, 3041444300, 3041444299, 3041444298, 3041444297, 1667726253, 2043272501, 9419801724, 9419801723, 2043272531, 3041444304, 3041444303, 2043272484, 3041444305, 3041444308, 3041444307, 3041444306, 9419801722, 2043272529, 3041444319, 5321270878, 9419797687, 5321270852, 5321270843, 9419797688, 5321270907, 3041444316, 3041444315, 3041444311, 3041444312, 3041444313, 3041444314, 2043272526, 4960627364, 4960627363, 3041444309, 9419801719, 3041444310, 2043272518, 1667726150, 2043272510, 3041444295, 3041444294, 3041444293, 3041444290, 2043272530]",,7,,,,,马克里厅,,,Q6780248,en:Mary Markley Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1065350596,,"POLYGON ((-83.7370416 42.2841884, -83.7370328 42.2840521, -83.7368829 42.2840575, -83.7368917 42.2841938, -83.7370416 42.2841884))",,,,,,,,,,,,,,,yes,,,,,,"[9784052295, 9784052296, 9784052297, 9784052298, 9784052295]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1065350597,,"POLYGON ((-83.7373979 42.2839804, -83.7372507 42.2839838, -83.7372454 42.2838593, -83.7373926 42.2838559, -83.7373979 42.2839804))",,,,,,,,,,,,,,,yes,,,,,,"[9784052299, 9784052300, 9784052301, 9784052302, 9784052299]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1065350598,,"POLYGON ((-83.7370444 42.2833537, -83.7371552 42.2833503, -83.7371755 42.2837206, -83.7370647 42.2837239, -83.7370444 42.2833537))",,,,,,,,,,,,DTE Energy,,,yes,,Ingalls Substation,,,,"[9784052303, 9784052304, 9784052305, 9784052306, 9784052303]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5206232,,,,,,,,,,,,substation,,,,,,,,,,,,,,,,,,,,,,,,40000;13200,,,,,,,,distribution,,,,,
way,1065370130,,"POLYGON ((-83.7105996 42.2946344, -83.7105995 42.294684, -83.7104661 42.2946839, -83.7104661 42.2946343, -83.7105996 42.2946344))",,This is an open-air building with only two walls which contain stroage lockers. It is used for the M-Air Drone Testing Facility.,,,,,,,,,,,,,service,,,,,,"[9784188999, 9784188996, 9784188997, 9784188998, 9784188999]",,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1072140418,,"POLYGON ((-83.7096345 42.2931384, -83.7096346 42.2931556, -83.7095709 42.2931558, -83.7095708 42.2931386, -83.7096345 42.2931384))",,Roof over an entrance.,,,,,,,,,,,,,roof,,,,1,,"[9837539980, 9837539979, 9837539978, 9837539977, 9837539980]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1072140419,,"POLYGON ((-83.7096241 42.2930119, -83.709624 42.2929984, -83.7096016 42.2929985, -83.7095774 42.2929986, -83.7095775 42.2930121, -83.7096016 42.293012, -83.7096241 42.2930119))",,Roof over the loading dock.,,,,,,,,,,,,,roof,,,,1,,"[9837539984, 9837539983, 9837539963, 9837539982, 9837539981, 9837539976, 9837539984]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
