element_type,osmid,amenity,parking,geometry,access,wheelchair,addr:state,building,ele,gnis:county_name,gnis:feature_id,gnis:import_uuid,gnis:reviewed,name,source,addr:housenumber,addr:street,wikidata,created_by,addr:city,addr:country,addr:postcode,alt_name,website,phone,shop,man_made,surveillance:type,height,material,operator,tourism,nodes,building:levels,building:material,leisure,sport,wikipedia,roof:levels,roof:shape,year_of_construction,religion,other_source,opening_hours,note,operator:type,email,gnis:county_id,gnis:created,gnis:state_id,old_name,short_name,ref:isil,addr:housename,full_name,name:zh,internet_access,type,building_1,fee,opening_hours:url,building:flats,content,bridge,layer,ways,aerospace:product,faculty,building:levels:underground
way,29930354,,,"POLYGON ((-71.1228611 42.3673548, -71.1229598 42.367381, -71.1228768 42.3675529, -71.1227782 42.3675269, -71.1228221 42.3674358, -71.1228611 42.3673548))",,,MA,yes,3,Middlesex,1971481,57871b70-0100-4405-bb30-88b2e001a944,no,Ludcke House,MassGIS Buildings (http://www.mass.gov/mgis/lidarbuildingfp2d.htm);USGS Geonames,,,,,,,,,,,,,,,,,,"[329735238, 329755545, 329485858, 329457314, 7514942834, 329735238]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29931793,,,"POLYGON ((-71.1232519 42.3657248, -71.1233904 42.3657534, -71.1233729 42.3657998, -71.1234513 42.3658161, -71.1233941 42.3659683, -71.1233442 42.3661009, -71.1233317 42.3660983, -71.1233197 42.3661306, -71.1231955 42.3661049, -71.1232076 42.366073, -71.1231272 42.3660563, -71.1231927 42.3658821, -71.1232519 42.3657248))",,,MA,university,3,Middlesex,,,,Rock Center,,60,North Harvard Street,,,,,,,,,,,,,,,,"[329798924, 329793952, 329798681, 329709921, 7442740430, 329713457, 329720846, 329784228, 329701831, 329696320, 329078862, 7442740429, 329798924]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29932039,,,"POLYGON ((-71.1191167 42.3719038, -71.1191573 42.3719178, -71.1191671 42.3719022, -71.1191939 42.3719115, -71.1192017 42.3718991, -71.1192541 42.3719172, -71.1191493 42.3720831, -71.1190637 42.3720536, -71.1190777 42.3720314, -71.1190524 42.3720227, -71.1190676 42.3719986, -71.1190587 42.3719956, -71.1191167 42.3719038))",,,,apartments,,,,,,,,78,Mount Auburn Street,,,,,,,,,,,,,,,,"[329700021, 329704924, 329112325, 11599459375, 11599459374, 329696894, 329113992, 329087058, 11599459378, 11599459376, 329071268, 11599459377, 329700021]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29932256,university,,"POLYGON ((-71.119469 42.3772312, -71.1195952 42.3776516, -71.1196431 42.3776437, -71.1196374 42.3776244, -71.1196907 42.3776156, -71.1196973 42.3776377, -71.1197537 42.3776284, -71.119734 42.3775629, -71.1198513 42.3775436, -71.1198961 42.3776927, -71.1197421 42.3777182, -71.1197368 42.3777007, -71.1194891 42.3777415, -71.119361 42.3773148, -71.1192864 42.3773271, -71.1192676 42.3772645, -71.1193422 42.3772521, -71.119469 42.3772312))",,,MA,yes,7,Middlesex,1971344,57871b70-0100-4405-bb30-88b2e001a944,no,Hastings Building,USGS Geonames,1541,Massachusetts Avenue,,,,,,,,,,,,,,,,"[329698690, 329694727, 329100603, 329092728, 329084966, 329076723, 329799386, 329795616, 329788173, 329784606, 329788806, 329785229, 329723113, 329717929, 329712376, 329707488, 329699096, 329698690]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29932593,,,"POLYGON ((-71.1147298 42.3745657, -71.1149916 42.3746116, -71.1152493 42.3746568, -71.1151841 42.3748615, -71.1146645 42.3747704, -71.1147298 42.3745657))",,,MA,university,7,Middlesex,1971691,57871b70-0100-4405-bb30-88b2e001a944,no,Robinson Hall,USGS Geonames,35,Quincy Street,,,,,,,,,,,,,,,,"[329781882, 688404587, 329707727, 329698743, 329702880, 329781882]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29932674,,,"POLYGON ((-71.119275 42.3719337, -71.1193276 42.3719505, -71.1193223 42.3719596, -71.1194164 42.3719896, -71.1193962 42.3720241, -71.1193819 42.3720195, -71.1193076 42.3721468, -71.1192375 42.3721244, -71.1192227 42.372128, -71.1191938 42.3721198, -71.1191878 42.3721086, -71.1191752 42.3721045, -71.119275 42.3719337))",,,,apartments,,,,,,,,46;48,Dunster Street,,,,,,,,,,,,,,,,"[329073811, 10865565646, 10865565645, 329100403, 10865565647, 10865565648, 329090402, 10865565650, 10865565651, 10865565652, 10865565649, 329789867, 329073811]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29932762,,,"POLYGON ((-71.114037 42.3779391, -71.114067 42.378016, -71.1140923 42.3780106, -71.1141186 42.378078, -71.1140913 42.3780839, -71.1141219 42.3781622, -71.1139178 42.3782057, -71.1139037 42.3781698, -71.1138242 42.3781867, -71.1137648 42.3780346, -71.1138473 42.378017, -71.1138338 42.3779824, -71.114037 42.3779391))",,yes,MA,yes,,,,,,Semitic Museum,MassGIS Buildings (http://www.mass.gov/mgis/lidarbuildingfp2d.htm),6,Divinity Avenue,Q2918448,,Cambridge,,02138,,,,,,,,,,museum,"[329709778, 329714377, 329721659, 329783898, 329786483, 329790096, 329794650, 329072297, 329097519, 329106457, 329694685, 329698564, 329709778]",,,,,,,,,,,,,,,,,,,,,,,,,,,no,https://hmane.harvard.edu/hours-and-admission,,,,,,,,
way,29932966,,,"POLYGON ((-71.1147709 42.378909, -71.1148151 42.3790282, -71.1148403 42.3790241, -71.1148733 42.3791131, -71.1148482 42.3791176, -71.1148593 42.3791474, -71.1143904 42.3792431, -71.114302 42.3790046, -71.1147709 42.378909))",,,,university,,,,,,University Herbaria,,22,Divinity Avenue,Q3731149,,,,,,,,,,,,,,,"[329717944, 11540374472, 11540374475, 325360916, 11540374474, 329723131, 329717227, 329722666, 329717944]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29934296,,,"POLYGON ((-71.1180343 42.3747455, -71.1182841 42.3747893, -71.1184107 42.3748115, -71.1183655 42.3749532, -71.118167 42.3749183, -71.1179892 42.3748873, -71.1180343 42.3747455))",,,MA,university,9,Middlesex,1971325,57871b70-0100-4405-bb30-88b2e001a944,no,Harvard Hall,USGS Geonames,,,Q16972823,,,,,,,,,,,,,,,"[329721215, 688404543, 329783584, 329709161, 688404546, 329713964, 329721215]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29934603,,,"POLYGON ((-71.1162294 42.3694665, -71.1165936 42.3695579, -71.1165371 42.3696817, -71.1161729 42.3695902, -71.1162294 42.3694665))",,,MA,university,,,,,,Leverett F Tower,,28,DeWolfe Street,,,Cambridge,,02138,,,,,,,,,,,"[5071953994, 329710989, 5071953992, 5071953993, 5071953994]",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29934895,,,"POLYGON ((-71.1156371 42.3652901, -71.1158111 42.3653032, -71.1157665 42.3657164, -71.1149977 42.3656736, -71.1151013 42.3653264, -71.1151697 42.365333, -71.1151719 42.365315, -71.1152888 42.3653232, -71.1152403 42.3655041, -71.1152072 42.3655074, -71.115205 42.36554, -71.1155826 42.3655519, -71.115594 42.3654008, -71.1156268 42.3654067, -71.1156371 42.3652901))",,,,dormitory,,,,,,,,10,Akron Street,,,,,,,,,,,,,,,,"[329797739, 329785457, 329713606, 329793549, 2260184863, 2260184862, 2260184860, 2260184859, 2260184858, 2260184857, 2260184856, 2260184855, 329783139, 329708073, 329797739]",7,,,,,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29935534,,,"POLYGON ((-71.1227046 42.3711173, -71.1226337 42.3711961, -71.1223838 42.3710761, -71.1223964 42.3710613, -71.1223505 42.3710399, -71.1223157 42.3710809, -71.1223429 42.3710936, -71.122284 42.371163, -71.1222186 42.3711325, -71.122192 42.3711638, -71.1221585 42.3711483, -71.1221667 42.3711387, -71.1220103 42.371172, -71.1219863 42.3711607, -71.1219433 42.3712113, -71.1219255 42.3712323, -71.1218221 42.3711839, -71.1218373 42.371166, -71.1217941 42.3711459, -71.1217649 42.3711802, -71.1217889 42.3711915, -71.1217251 42.3712666, -71.1216585 42.3712354, -71.1216433 42.3712535, -71.1215932 42.3712304, -71.1216084 42.3712126, -71.121552 42.3711862, -71.1216132 42.3711139, -71.1216705 42.3711407, -71.1216855 42.3711231, -71.12163 42.3710971, -71.1216955 42.3710198, -71.1217466 42.3710437, -71.1217592 42.3710289, -71.1217306 42.3710156, -71.121792 42.3709433, -71.1218224 42.3709575, -71.1218379 42.3709392, -71.1217784 42.3709114, -71.1218427 42.3708356, -71.1218924 42.3708589, -71.1219223 42.3708237, -71.1220077 42.3708637, -71.1220454 42.3708194, -71.1220711 42.3708314, -71.1221056 42.3707898, -71.1221999 42.3708331, -71.1221749 42.3708635, -71.1221993 42.3708749, -71.1222108 42.3708614, -71.1222759 42.3708918, -71.1223159 42.3709105, -71.1222965 42.3709332, -71.122326 42.3709469, -71.1223599 42.3709067, -71.1224569 42.3709512, -71.1224237 42.3709908, -71.122448 42.3710022, -71.1224812 42.3709623, -71.1225802 42.3710073, -71.1225486 42.371046, -71.1225789 42.3710601, -71.1226115 42.3710215, -71.122711 42.3710666, -71.1226788 42.3711053, -71.1227046 42.3711173))",,,MA,university,3,Middlesex,1971458,57871b70-0100-4405-bb30-88b2e001a944,,Littauer Center,,,,,,,,,,,,,,,,,,,"[329101029, 480705054, 329712374, 329697431, 329701256, 329697766, 329701761, 329111453, 329695993, 329094950, 329100478, 329073936, 329794489, 329785703, 9849225875, 329789279, 329718691, 329723514, 329705916, 329710745, 329697814, 329114456, 329088333, 329102457, 329104818, 329101874, 329077013, 329086249, 329795685, 329797877, 329787460, 329791563, 329721563, 329782055, 329708221, 329713680, 329699824, 329106632, 329694035, 329090563, 329099150, 329087146, 329096236, 329071302, 329080424, 329694105, 329090888, 329098859, 329074488, 329083008, 1000516891, 329794631, 329798353, 329787507, 329791110, 329721812, 329784031, 329711049, 329706378, 329710486, 329697326, 329702935, 329107836, 329693972, 329090051, 329101029]",,,,,,,,,,USGS Geonames,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29935638,,,"POLYGON ((-71.1163901 42.3768859, -71.1165808 42.3773998, -71.1164613 42.377424, -71.1165008 42.3775304, -71.1163819 42.3775544, -71.1161518 42.3769341, -71.1163901 42.3768859))",,,,university,6,Middlesex,1971290,57871b70-0100-4405-bb30-88b2e001a944,,McKay Laboratory,USGS Geonames,9,Oxford Street,,,,,02138-2901,,,,,,,,,,,"[329708541, 329703904, 329699117, 329108249, 329099057, 329089986, 329708541]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29937220,,,"POLYGON ((-71.1172818 42.3790355, -71.1174083 42.3790412, -71.1173877 42.3792896, -71.1173966 42.37929, -71.117405 42.3792904, -71.1174012 42.3793357, -71.1173833 42.3793349, -71.1173744 42.3794422, -71.1173283 42.3794401, -71.1173262 42.3794659, -71.1172529 42.3794626, -71.117278 42.3791604, -71.1172458 42.3791589, -71.1172543 42.3790572, -71.1172799 42.3790584, -71.1172818 42.3790355))",,,,dormitory,6,Middlesex,1971683,57871b70-0100-4405-bb30-88b2e001a944,,Richards Hall,USGS Geonames,24,Everett Street,,,,,02138-2701,,,,,,,,,,,"[329107222, 329694500, 3299685040, 11745440113, 3299685042, 3299685043, 3299685041, 329698802, 1096311855, 1096311831, 329701152, 329697332, 329701710, 1096311860, 1096311739, 329107222]",3,,,,,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29938509,,,"POLYGON ((-71.118129 42.3743634, -71.1184845 42.3744172, -71.1184517 42.3745355, -71.1180962 42.3744817, -71.118129 42.3743634))",,,MA,dormitory,8,Middlesex,1971506,57871b70-0100-4405-bb30-88b2e001a944,no,Massachusetts Hall,USGS Geonames,,,Q6784282,,,,,,,,,,,,,,,"[329083586, 329795548, 329798812, 329787424, 329083586]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29939070,,,"POLYGON ((-71.1271053 42.3798704, -71.1272315 42.3799436, -71.1271451 42.3800255, -71.1270189 42.3799524, -71.1271053 42.3798704))",,,,university,,,,,,,,40,Concord Avenue,,,,,,,,,,,,,,,,"[329074530, 329086189, 329094379, 329103304, 329074530]",2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29939321,,,"POLYGON ((-71.1179447 42.3700858, -71.1182528 42.3701699, -71.1181909 42.3702938, -71.1178827 42.3702098, -71.1179447 42.3700858))",,,,university,,,,,,Beren,,,,,,,,,,,,,,,,,,,"[329793175, 329711972, 329706472, 329716219, 329793175]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29940322,,,"POLYGON ((-71.12315 42.3813934, -71.1232284 42.3814879, -71.1229753 42.3816033, -71.1228969 42.3815087, -71.12315 42.3813934))",,,,yes,,,,,,Jordan North (Pfoho),,95,Walker Street,,,,,,,,,,,,,,,,"[329722388, 329784692, 329796081, 329793765, 329722388]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29940386,,,"POLYGON ((-71.1145112 42.366682, -71.1146873 42.366683, -71.1146852 42.3668776, -71.1145636 42.3668769, -71.1145633 42.3668991, -71.114472 42.3668986, -71.1144725 42.3668555, -71.1145093 42.3668557, -71.1145112 42.366682))",,,,dormitory,,,,,,,,,,,,,,,,,,,,,,,,,"[329784303, 329709464, 329792414, 329112421, 329783319, 329699140, 329696518, 329075696, 329784303]",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29940870,,,"POLYGON ((-71.1182251 42.3753454, -71.1183157 42.3753613, -71.118233 42.3756204, -71.1181424 42.3756045, -71.1182251 42.3753454))",,,MA,dormitory,9,Middlesex,1971557,57871b70-0100-4405-bb30-88b2e001a944,no,Mower Hall,USGS Geonames,,,,,,,,,,,,,,,,,,"[329705896, 329702580, 329697937, 329693938, 329705896]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29940994,,,"POLYGON ((-71.115647 42.3805616, -71.1158294 42.3805733, -71.1158179 42.3807139, -71.1156317 42.3807039, -71.115647 42.3805616))",,,,yes,,,,,,Palfrey House,,18,Hammond Street,,,,,,,,,,,,,,,,"[329697980, 329711136, 329705685, 329721860, 329697980]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29941285,,,"POLYGON ((-71.1230791 42.3669, -71.123178 42.3669262, -71.1230483 42.3671976, -71.1233143 42.3672795, -71.1234824 42.3670239, -71.1235811 42.3670499, -71.1233503 42.3674083, -71.1232565 42.3673837, -71.1232647 42.3673662, -71.123008 42.3672871, -71.1229891 42.3673266, -71.122888 42.3673, -71.1230791 42.3669))",,,MA,yes,3,Middlesex,1971272,57871b70-0100-4405-bb30-88b2e001a944,no,Gallatin Hall,USGS Geonames,24,Harvard Way,,,,,,,,,,,,,,,,"[329695365, 329077724, 329703412, 329093717, 329085934, 329794189, 329790104, 329707660, 329797358, 329717755, 329711925, 329105746, 329695365]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29941578,,,"POLYGON ((-71.114794 42.3694374, -71.1147918 42.3694547, -71.1148476 42.3694587, -71.1148419 42.3695034, -71.1147206 42.3694949, -71.1147286 42.3694328, -71.114794 42.3694374))",,,,yes,,,,,,,,47;49,Banks Street,,,,,,,,,,,,,,,,"[329721618, 11717155972, 329695851, 329705668, 329783913, 11717155973, 329721618]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29941624,,,"POLYGON ((-71.1284173 42.3657691, -71.1286526 42.3658996, -71.1286099 42.3659416, -71.1283746 42.3658111, -71.1284173 42.3657691))",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,"[329796521, 329707820, 329711976, 329719762, 329796521]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32965954,,,"POLYGON ((-71.1209576 42.3704981, -71.120903 42.3704341, -71.1208983 42.3704285, -71.1208462 42.3703697, -71.1208454 42.3703659, -71.1208453 42.3703621, -71.1208458 42.3703582, -71.1208471 42.3703545, -71.1208491 42.3703509, -71.1208544 42.3703451, -71.1209193 42.3703152, -71.120879 42.370267, -71.1208662 42.3702721, -71.1208209 42.370209, -71.1208029 42.3701802, -71.1206049 42.370199, -71.1206222 42.3702801, -71.1204601 42.3702957, -71.1204067 42.3700328, -71.1203755 42.3700367, -71.1203525 42.3699462, -71.1205554 42.3699257, -71.1205872 42.3700888, -71.1208032 42.3700701, -71.1207775 42.3699084, -71.1211761 42.3698853, -71.1211878 42.3699769, -71.1210276 42.3699862, -71.1210296 42.3699939, -71.1209294 42.3699981, -71.1209474 42.3701196, -71.1212283 42.3704444, -71.1212352 42.3704526, -71.1212658 42.3704891, -71.1213002 42.3705304, -71.1212914 42.3705407, -71.1214281 42.3706045, -71.1214934 42.3705276, -71.1215062 42.3705337, -71.1215441 42.3704891, -71.1215288 42.370482, -71.121778 42.3701884, -71.1217924 42.3701952, -71.121835 42.3701451, -71.1218185 42.3701374, -71.121885 42.370059, -71.1217829 42.3699367, -71.1216634 42.3699436, -71.1214685 42.3699558, -71.1214557 42.3698633, -71.1216972 42.3698503, -71.1216949 42.3698409, -71.1218757 42.3698304, -71.1220658 42.3700588, -71.1219394 42.3702061, -71.1219236 42.3701996, -71.121876 42.3702559, -71.1218942 42.3702634, -71.1216574 42.3705397, -71.1216448 42.3705339, -71.1216035 42.3705826, -71.1216154 42.3705881, -71.1214832 42.3707438, -71.1211524 42.3705922, -71.1210704 42.3705156, -71.1210821 42.3705102, -71.121073 42.3704992, -71.1210204 42.3705233, -71.1210157 42.3705251, -71.1210109 42.3705264, -71.1210059 42.3705271, -71.1210007 42.3705273, -71.1209956 42.3705269, -71.1209905 42.3705261, -71.1209858 42.3705248, -71.1209811 42.3705229, -71.1209756 42.3705196, -71.1209576 42.3704981))",,,MA,university,3,Middlesex,1971203,57871b70-0100-4405-bb30-88b2e001a944,no,Eliot House,USGS Geonames,101,Dunster Street,Q3017750,,Cambridge,,02138,,,,,,,,,,,"[328104124, 9322361869, 328162646, 328123717, 328114962, 328141304, 328130696, 328096805, 328086871, 328107762, 328197986, 328185875, 328215443, 328207595, 9322361830, 328154977, 328145299, 328173404, 328115580, 328097824, 328216120, 328179266, 328170403, 328116491, 328110625, 328095396, 328084031, 9322361832, 9322361831, 328101260, 328218139, 328209241, 328158199, 9322361875, 328151834, 328181460, 328169948, 328122931, 328111065, 328135507, 328125082, 328091904, 328085550, 328107635, 328101151, 328196573, 328217595, 328210705, 328186903, 328220167, 328160546, 9322361877, 328116932, 328111942, 328137068, 328128177, 328118818, 328139284, 328129090, 328097571, 328087406, 328109239, 328104658, 328203316, 328182835, 328213240, 328206980, 328154349, 328146846, 328175155, 328167170, 328119232, 328138529, 328129723, 328096852, 328088053, 328109094, 328104124]",4,,,,en:Eliot House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,33529076,,,"POLYGON ((-71.1217289 42.3659796, -71.1217262 42.3660306, -71.1217201 42.3662862, -71.1217339 42.3662864, -71.1217299 42.3664509, -71.1216558 42.3664499, -71.1216556 42.3664589, -71.1214655 42.3664564, -71.1214656 42.3664502, -71.1214142 42.3664495, -71.1213829 42.3664491, -71.121387 42.3662769, -71.1214183 42.3662773, -71.1214432 42.3662777, -71.121449 42.3660332, -71.1214501 42.3659734, -71.1217289 42.3659796))",,,MA,university,,,,,,Hawes Hall,,37,Harvard Way,,,Boston,,02163,,https://www.hbs.edu/about/campus-and-culture/campus-built-on-philanthropy/Pages/hawes-hall.aspx,,,,,,,,,"[326170188, 7442740428, 11519158430, 11519158431, 326232660, 11519158432, 11519158434, 11519158435, 11519158433, 11645739420, 326200984, 326218836, 9776259488, 326229075, 7442740418, 326217217, 326170188]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,33529082,,,"POLYGON ((-71.1217289 42.3659796, -71.1214501 42.3659734, -71.1214528 42.3657803, -71.1216498 42.3657825, -71.1216551 42.3657068, -71.1217105 42.3657098, -71.1217918 42.3657135, -71.1217878 42.3657766, -71.1219886 42.3657876, -71.1222409 42.3658092, -71.1224147 42.3658333, -71.122429 42.3657703, -71.1225012 42.3657803, -71.1225754 42.3657904, -71.1225588 42.365858, -71.1227512 42.3658891, -71.1226978 42.3660737, -71.1226326 42.3660652, -71.1226276 42.3660803, -71.1224722 42.3660593, -71.1224771 42.366045, -71.1221478 42.3660046, -71.1221354 42.3660674, -71.1220606 42.36606, -71.1219956 42.3660547, -71.1220069 42.3659939, -71.1217289 42.3659796))",,,MA,university,3,Middlesex,1970939,57871b70-0100-4405-bb30-88b2e001a944,no,Aldrich Hall,MassGIS Buildings (http://www.mass.gov/mgis/lidarbuildingfp2d.htm);USGS Geonames,35,Soldiers Field,,,Boston,,02163,,https://www.hbs.edu/about/campus-and-culture/campus-built-on-philanthropy/Pages/aldrich-hall.aspx,,,,,,,,,"[326170188, 326217217, 326179113, 326206684, 326195667, 7442740417, 326189344, 326222507, 326218615, 326173079, 326165857, 326203749, 7442740416, 326200036, 326230794, 326225719, 326182226, 11519158426, 11519158428, 11519158429, 11519158427, 326191756, 326178600, 7442740421, 326181372, 326162621, 326170188]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,33529303,library,,"POLYGON ((-71.1227247 42.3662277, -71.1227297 42.3662132, -71.1227878 42.3662241, -71.1227934 42.366208, -71.1228904 42.3662264, -71.1229371 42.3662352, -71.1229311 42.3662527, -71.1229862 42.3662631, -71.1229804 42.3662799, -71.1231064 42.3663037, -71.1231084 42.3662981, -71.1232829 42.3663311, -71.1232098 42.3665426, -71.123216 42.3665438, -71.123174 42.3666653, -71.1228671 42.3666073, -71.1228535 42.3666467, -71.1227468 42.3666266, -71.1225923 42.3665974, -71.1226068 42.3665555, -71.1223028 42.3664981, -71.1223464 42.3663719, -71.1223528 42.3663731, -71.1224252 42.366164, -71.1226031 42.3661976, -71.1226008 42.3662043, -71.1227247 42.3662277))",,,MA,yes,3,Middlesex,1970976,57871b70-0100-4405-bb30-88b2e001a944,no,Baker Library / Bloomberg Center,MassGIS Buildings (http://www.mass.gov/mgis/lidarbuildingfp2d.htm);USGS Geonames,,Soldiers Field,,,Boston,,02163,,,+1 617 495 6040,,,,,,,,"[326189710, 326157626, 4503189183, 4503189184, 7442740419, 326221028, 326230516, 4503189185, 4503189186, 4503189181, 4503189182, 326203565, 4503189175, 4503189176, 326176219, 326189426, 326210745, 7442740420, 326181833, 326211143, 326217384, 4503189177, 4503189178, 326201187, 4503189179, 4503189180, 326189710]",,,,,,,,,,,Mo-Th 09:00-19:00; Fr 09:00-17:00; Su 12:00-19:00,,,infoservices@hbs.edu,,,,,,,,,,,,,,,,,,,,,,
way,40001273,,,"POLYGON ((-71.1215932 42.3712304, -71.1216433 42.3712535, -71.1217028 42.371281, -71.1216325 42.3713639, -71.1217228 42.3714057, -71.1217116 42.3714188, -71.1217493 42.3714362, -71.1217248 42.3714651, -71.1217382 42.3714714, -71.1217155 42.3714981, -71.1216702 42.3715515, -71.1216565 42.3715451, -71.1216036 42.3716074, -71.1215206 42.371569, -71.1215868 42.3714911, -71.1215417 42.3714702, -71.1215132 42.3715038, -71.1214237 42.3714623, -71.121452 42.371429, -71.1213955 42.3714028, -71.1214177 42.3713767, -71.1213905 42.3713641, -71.1214118 42.371339, -71.1213953 42.3713313, -71.1214284 42.3712923, -71.1214687 42.3713109, -71.1215121 42.3712597, -71.1214867 42.3712479, -71.1215186 42.3712104, -71.1215276 42.3712145, -71.1215364 42.3712041, -71.1215932 42.3712304))",,,MA,university,4,Middlesex,1970985,57871b70-0100-4405-bb30-88b2e001a944,no,Belfer Building,,,,,,,,,,,,,,,,,,,"[329104818, 329102457, 329077740, 329085947, 329794301, 329797929, 329787124, 329790730, 329723311, 9849165001, 329706785, 329712957, 329698670, 329701082, 329104371, 329114625, 329105317, 329696370, 329093231, 329103584, 329077574, 329082642, 329794611, 329798291, 329789331, 329717022, 329781705, 329707185, 329710836, 329696957, 329701952, 329104818]",,,,,,,,,,USGS Geonames,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40001310,,,"POLYGON ((-71.1226337 42.3711961, -71.1227046 42.3711173, -71.1227377 42.3710788, -71.1228259 42.3711188, -71.1228025 42.3711464, -71.1228278 42.3711582, -71.1228387 42.3711453, -71.1228891 42.3711688, -71.122865 42.3711973, -71.1228961 42.3712118, -71.1228389 42.3712792, -71.1228102 42.3712659, -71.1227958 42.3712828, -71.1228248 42.3712964, -71.1227623 42.37137, -71.1227311 42.3713554, -71.1227131 42.3713765, -71.1226898 42.3713656, -71.1225929 42.3713204, -71.1226056 42.3713055, -71.1225517 42.3712804, -71.122613 42.3712083, -71.122672 42.3712359, -71.1226872 42.3712178, -71.1226337 42.3711961))",,,,university,,,,,,David Rubenstein Building,,,,,,,,,,,,,,,,,,,"[480705054, 329101029, 329075868, 329083291, 329795298, 329799554, 329787166, 329791104, 329721140, 329706173, 329702389, 329107857, 329694294, 329087413, 329095381, 329077315, 329083405, 9849225871, 329793873, 329798676, 329786730, 329717590, 329722911, 329707577, 480705054]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
